Name,File,agree,consc,extra,humility,narc,neuro,openn
Robert Iger,Robert Iger - DIS.txt,4.349999904632568,4.0320000648498535,4.572000026702881,4.013999938964844,3.551999568939209,3.3359999656677246,4.007999897003174
Ezra Yacob,Ezra Yacob - EOG.txt,4.5960001945495605,4.703999996185303,4.697999477386475,3.9599997997283936,4.187999725341797,2.946000099182129,4.788000106811523
Joaquin Duato,Joaquin Duato - JNJ.txt,4.800000190734863,4.296000003814697,4.877999782562256,3.8400001525878906,4.050000190734863,2.747999906539917,4.854000091552734
Kate Johnson,1Kate Johnson - LUMN.txt,4.710000038146973,4.51200008392334,4.854000091552734,3.69599986076355,4.1579999923706055,2.94599986076355,4.289999961853027
Peter Zaffino,Peter Zaffino - AIG.txt,4.164000034332275,4.980000019073486,4.386000156402588,3.936000108718872,3.875999927520752,3.4800000190734863,4.710000038146973
Michael Kasbar,Michael Kasbar - WKC.txt,3.947999954223633,5.165999889373779,4.854000091552734,3.6540000438690186,4.5360002517700195,3.4260001182556152,4.572000026702881
Corie S. Barry,1Corie S. Barry - BBY.txt,4.698000431060791,4.6020002365112305,4.4579997062683105,4.182000160217285,3.6659998893737793,3.1500000953674316,4.986000061035156
Barbara Rentler,1Barbara Rentler - ROST.txt,4.254000186920166,4.691999912261963,4.48199987411499,3.1559998989105225,4.067999839782715,3.1439998149871826,4.079999923706055
Christopher Kubasik,Christopher Kubasik - LHX.txt,4.625999927520752,3.80400013923645,4.607999801635742,4.314000129699707,4.644000053405762,2.927999973297119,4.440000057220459
Tom Polen,Tom Polen - BDX.txt,4.938000679016113,4.061999797821045,4.811999320983887,3.6480000019073486,4.199999809265137,2.927999973297119,4.638000011444092
Andrew Marsh,Andrew Marsh - ETR.txt,4.5,3.948000431060791,4.62600040435791,3.4080002307891846,3.75,3.0299999713897705,4.265999794006348
Paul Romanowski,Paul Romanowski - DHI.txt,4.380000114440918,4.763999938964844,5.12399959564209,4.079999923706055,4.151999473571777,3.005999803543091,4.644000053405762
Patricia Poppe,1Patricia Poppe - PCG.txt,5.016000270843506,4.415999889373779,4.727999687194824,4.050000190734863,4.164000034332275,2.7839999198913574,4.890000343322754
Troy Rudd,Troy Rudd - ACM.txt,4.248000144958496,4.806000232696533,4.787999629974365,3.4140000343322754,4.283999919891357,3.0420000553131104,4.9079999923706055
Ellen Cooper,1Ellen Cooper - LNC.txt,4.001999855041504,5.345999717712402,4.817999839782715,3.797999858856201,4.559999942779541,3.1319997310638428,4.818000316619873
Richard Fairbank,Richard Fairbank - COF.txt,3.888000011444092,5.177999973297119,4.829999923706055,3.941999912261963,4.386000156402588,3.4739997386932373,4.782000541687012
Daryl Kenningham,Daryl Kenningham - GPI.txt,3.9720001220703125,4.763999938964844,4.751999855041504,3.5759997367858887,3.9779999256134033,3.2220001220703125,4.415999889373779
Christophe Beck,Christophe Beck - ECL.txt,4.48199987411499,4.817999839782715,5.405999660491943,4.2779998779296875,4.578000068664551,3.3299999237060547,4.943999767303467
Fabrizio Freda,Fabrizio Freda - EL.txt,3.881999969482422,4.794000148773193,4.386000156402588,3.557999849319458,4.811999797821045,2.802000045776367,4.62600040435791
Ron O_Hanley,Ron O_Hanley - STT.txt,4.421999931335449,5.442000389099121,4.824000358581543,3.75600004196167,4.48799991607666,2.927999973297119,4.776000022888184
Donald Macpherson,Donald Macpherson - GWW.txt,4.001999855041504,5.130000114440918,5.009999752044678,3.3420002460479736,4.553999900817871,3.1019999980926514,5.010000228881836
Leon Topalian,Leon Topalian - NUE.txt,4.409999847412109,5.1479997634887695,4.4579997062683105,4.013999938964844,4.613999843597412,3.4140002727508545,4.9800004959106445
Scott Smith,Scott Smith - VTRS.txt,4.914000034332275,4.386000156402588,4.565999984741211,3.875999927520752,4.668000221252441,2.9700000286102295,5.0279998779296875
Dave Bozeman,Dave Bozeman - CHRW.txt,3.9599997997283936,5.310000419616699,4.9019999504089355,3.4860000610351562,4.3379998207092285,2.9700000286102295,5.094000339508057
Jenny Parmentier,Jenny Parmentier - PH.txt,4.398000240325928,5.076000213623047,5.052000045776367,3.431999921798706,4.553999900817871,3.2039999961853027,5.136000633239746
Calvin Butler,Calvin Butler - EXC.txt,4.824000358581543,4.860000133514404,4.787999629974365,3.9059996604919434,3.863999843597412,2.7839999198913574,5.058000087738037
